cell_id,bldg_uid,m2b_damage_class,m2b_damage_label,n_dates_total,n_dates_valid_coverage,label_entropy,is_unstable,sam3_confidence,stage2a_type,stage2a_population,centroid_lon,centroid_lat
cell_00495,00294791-ce0d-4c70-b518-211c2bfc1bbc,0,no_damage,4,4,-0.0,False,0.6955,,,-118.060416,34.1702279
cell_00495,002c476d-4bee-47aa-8c98-77e0a1199e3b,1,minor,4,4,0.5,True,0.8503,,,-118.061444,34.170723
cell_00495,003b5b03-58dc-4a25-a324-423baff3d6c6,1,minor,4,4,0.5,True,0.761,,,-118.0625456,34.1705678
cell_00495,0087dfb1-8908-464c-a56c-c673614285d8,0,no_damage,4,4,-0.0,False,0.6854,,,-118.0570753,34.1704216
cell_00495,00bdab5d-0433-4ce2-bbab-8a26275f02e0,1,minor,4,4,0.4056,True,0.7021,,,-118.0594363,34.1714805
cell_00495,00dd35e2-e103-4591-9926-1caaf6600cd5,0,no_damage,4,4,0.4056,True,0.7416,,,-118.0587372,34.1693991
cell_00495,00ff4897-341d-460f-b77c-81a17cbc304c,0,no_damage,4,4,0.4056,True,0.8036,,,-118.0620281,34.1700689
cell_00495,011cce91-77fa-4522-913c-a0408f930630,1,minor,4,4,0.5,True,0.7439,,,-118.059978,34.1720919
cell_00495,01940bcf-9df7-4147-997c-277f71065e92,1,minor,4,4,0.4056,True,0.756,,,-118.0583245,34.1677926
cell_00495,0222c862-9d45-400c-835c-f203629aff12,2,major,4,4,0.5,True,0.7279,,,-118.0593874,34.1695822
cell_00495,04754929-6179-4f10-ae5c-fbae1d0ee0c8,1,minor,4,4,0.5,True,0.734,,,-118.0601409,34.1695339
cell_00495,04e58e81-ec11-48e9-9bbe-bb819e74d93f,1,minor,4,4,0.5,True,0.8306,,,-118.061961,34.1694795
cell_00495,0503c8f4-a3e7-4f63-af2d-ca42d5ba874b,1,minor,4,4,0.5,True,0.8202,,,-118.0585875,34.1696159
cell_00495,051fc686-7e03-434a-b2bf-9a317f911fd9,0,no_damage,4,4,-0.0,False,0.7734,,,-118.059078,34.168165
cell_00495,056c56f2-e904-41da-8965-2f91f21bd61e,0,no_damage,4,4,0.4056,True,0.8197,,,-118.0620095,34.1699159
cell_00495,0626c5f0-4347-4473-98d2-2a3cbe7f2c27,1,minor,4,4,0.5,True,0.7111,,,-118.0577876,34.1676289
cell_00495,062902c4-0b88-482c-94b6-880e78ca2c3d,0,no_damage,4,4,0.4056,True,0.6214,,,-118.0585873,34.1709106
cell_00495,06d013c8-527e-489b-803b-238151c749b7,1,minor,4,4,0.5,True,0.7336,,,-118.0576666,34.1674417
cell_00495,07a2b2d0-5912-4fc0-a1ac-d74ea1e17453,1,minor,4,4,0.4056,True,0.852,,,-118.0574688,34.1704461
cell_00495,08638c59-67a0-4409-a86b-d02a3d1f1fca,0,no_damage,4,4,-0.0,False,0.7072,,,-118.0628157,34.1699573
cell_00495,08e58ece-7991-468b-9181-8d7a87612e4f,1,minor,4,4,0.5,True,0.6952,,,-118.0591234,34.1673209
cell_00495,09640817-b408-4054-b8f8-0d5394aa705d,0,no_damage,4,4,0.4056,True,0.7522,,,-118.0620027,34.1705639
cell_00495,09b9622d-bcd6-4b1a-836d-22f536a6ccb2,0,no_damage,4,4,0.4056,True,0.6984,,,-118.0584976,34.1677155
cell_00495,0a8d2b81-ad1f-412d-ae58-0b818bc28aff,1,minor,4,4,-0.0,False,0.6952,,,-118.0589002,34.1677034
cell_00495,0b71e7c4-f645-4370-b78a-a2d2d729406c,1,minor,4,4,-0.0,False,0.6914,,,-118.059961,34.1711662
cell_00495,0cbf2900-6cec-4bf4-8af8-07b60e821d0e,0,no_damage,4,4,0.4056,True,0.6698,,,-118.0628369,34.1706975
cell_00495,0e2ea519-ebdb-4d99-90b0-3ecf8f639413,0,no_damage,4,4,0.4056,True,0.7416,,,-118.0624048,34.1684594
cell_00495,0e375bf4-9238-4a22-8272-17181d7154e9,1,minor,4,4,0.5,True,0.8045,,,-118.0614406,34.1706049
cell_00495,0ebca7bd-2a93-4bd4-b3cc-075b5556c52c,1,minor,4,4,0.5,True,0.7324,,,-118.0618005,34.1696246
cell_00495,0f3fb902-5d19-4d00-908e-5f4d38d844c5,0,no_damage,4,4,0.4056,True,0.7165,,,-118.0628571,34.1707717
cell_00495,10016eb4-32fa-4758-8272-2475f706c738,0,no_damage,4,4,0.4056,True,0.7529,,,-118.0617372,34.1701688
cell_00495,103d107a-6bae-4d29-8cd3-64d9a401f2cf,0,no_damage,4,4,-0.0,False,0.9144,,,-118.0573013,34.1708917
cell_00495,129eac50-a8b3-4fe6-a100-9ed31bd655de,0,no_damage,4,4,-0.0,False,0.7416,,,-118.059549,34.1674517
cell_00495,131ee2c3-85e0-4fe3-a96e-a6db44ac37cb,1,minor,4,4,0.5,True,0.7141,,,-118.0618822,34.1681873
cell_00495,141022ee-8447-4ac3-991c-f427c4ca035f,1,minor,4,4,0.5,True,0.7127,,,-118.0577322,34.1677107
cell_00495,15d5170c-7e55-4e85-8f1a-9542c1ef2b1f,1,minor,4,4,0.5,True,0.756,,,-118.0613275,34.1683221
cell_00495,15f4985e-8628-45c1-b712-acf8a6e73bf0,1,minor,4,4,0.4056,True,0.6362,,,-118.0619323,34.1684097
cell_00495,1619e255-ba1d-4500-acf0-a2f226cd87d8,1,minor,4,4,-0.0,False,0.7755,,,-118.061535,34.1696652
cell_00495,16478751-6118-4646-a901-130958a6bdbf,0,no_damage,4,4,0.4056,True,0.8402,,,-118.0629977,34.1696654
cell_00495,166b1cdc-3ede-496c-8867-7e0214cd4a4e,1,minor,4,4,0.5,True,0.7346,,,-118.0618395,34.1691414
cell_00495,16cb2bb9-64bc-464f-bb27-c35125f38a3c,0,no_damage,4,4,0.4056,True,0.7439,,,-118.0593743,34.1674806
cell_00495,16dcd386-5568-4bb5-aff6-31298b9cf106,0,no_damage,4,4,0.4056,True,0.7201,,,-118.061361,34.1683944
cell_00495,16efbec5-df0d-4b15-a93e-dbcb76681aea,0,no_damage,4,4,0.4056,True,0.7816,,,-118.0620088,34.1677031
cell_00495,16f31760-62f5-477a-ae6b-2be35a76c185,1,minor,4,4,-0.0,False,0.7611,,,-118.0629232,34.1690366
cell_00495,18af70d3-e3ed-46f8-ac40-dd7a038d05e4,0,no_damage,4,4,0.4056,True,0.6832,,,-118.0568571,34.1721417
cell_00495,19883632-2fb5-4db7-a42c-7a37a3147051,1,minor,4,4,-0.0,False,0.8075,,,-118.0614545,34.1691405
cell_00495,199bca87-268c-4cd3-ba93-c51912362f8d,0,no_damage,4,4,0.4056,True,0.8933,,,-118.0577089,34.1708635
cell_00495,1b2a60c9-ea28-461d-b976-29dbcc6b9bc2,1,minor,4,4,0.5,True,0.7413,,,-118.0576756,34.1687881
cell_00495,1be8b72a-ac74-4f10-b999-60775c30a055,0,no_damage,4,4,0.4056,True,0.7061,,,-118.0569725,34.1674615
cell_00495,1c2b7195-06a3-4d16-85b5-8ace23359d8d,1,minor,4,4,0.4056,True,0.7711,,,-118.0603867,34.1706131
cell_00495,1dc41d60-a880-423e-b5e3-8e0a0c3caa2d,1,minor,4,4,-0.0,False,0.7477,,,-118.0594042,34.1713072
cell_00495,1dc846ee-68a6-4f02-884a-bf1943c5f1a6,1,minor,4,4,0.4056,True,0.666,,,-118.0598704,34.1711226
cell_00495,1df349ac-a32e-44d9-ad32-ddd11d5a49d8,0,no_damage,4,4,0.4056,True,0.7577,,,-118.0601667,34.167335
cell_00495,1ef09f4f-df2c-4b58-9c72-108ae7989fa5,1,minor,4,4,-0.0,False,0.7648,,,-118.0588926,34.1680405
cell_00495,1f30d2bb-165a-467c-b85b-82131cdac940,0,no_damage,4,4,0.4056,True,0.7695,,,-118.0606992,34.1673408
cell_00495,20412385-a434-4abb-bd05-8aecefefb1dd,1,minor,4,4,0.5,True,0.73,,,-118.0602943,34.171377
cell_00495,209aab09-d020-4825-9110-3ad15729633f,0,no_damage,4,4,0.4056,True,0.7509,,,-118.0583461,34.1673809
cell_00495,214f2837-8515-48f5-8a7a-94a4c2fdbdc1,1,minor,4,4,0.4056,True,0.7141,,,-118.0575603,34.1675507
cell_00495,21743ee0-7c72-496a-87ec-b609ddd67b36,0,no_damage,4,4,0.4056,True,0.8242,,,-118.061457,34.170385
cell_00495,21e4b29c-bbc2-4a06-89e1-f4123163ff25,1,minor,4,4,-0.0,False,0.6869,,,-118.0579917,34.169246
cell_00495,25077736-8eec-4f28-98d3-53f97613aefe,1,minor,4,4,0.4056,True,0.7448,,,-118.0624129,34.1682592
cell_00495,2582317a-5a93-4656-8d13-92e6c3777a8e,0,no_damage,4,4,0.4056,True,0.73,,,-118.0594655,34.1681402
cell_00495,25fc189a-fd1a-48b1-a274-8c8274518278,1,minor,4,4,0.4056,True,0.8143,,,-118.0587403,34.1704467
cell_00495,26f81fb2-3e11-41f8-bcd2-448affb0b227,0,no_damage,4,4,0.4056,True,0.7902,,,-118.0596282,34.1682316
cell_00495,272ce3e2-e5cb-450d-b2c0-22351b706f1e,1,minor,4,4,0.4056,True,0.7695,,,-118.062663,34.1674397
cell_00495,273b5bc9-8a40-4dd7-ad52-7a973f1402de,0,no_damage,4,4,0.4056,True,0.7413,,,-118.0569896,34.169628
cell_00495,2748b8e1-d6bc-4cc9-815c-383d824f388c,0,no_damage,4,4,0.4056,True,0.6065,,,-118.0573569,34.1719386
cell_00495,281eccf9-876e-470d-bd26-2ffb8834a3e4,0,no_damage,4,4,-0.0,False,0.7648,,,-118.0601707,34.1715319
cell_00495,293248f6-4a2c-4ccf-a3c4-46f56fecc7e5,0,no_damage,4,4,-0.0,False,0.6952,,,-118.0603415,34.1673574
cell_00495,298572ec-c73a-4dd2-aad7-5f6dd30d78ee,1,minor,4,4,0.4056,True,0.8135,,,-118.0609217,34.1698216
cell_00495,29f89d34-f7d7-4ff6-8d84-95f312934a18,0,no_damage,4,4,0.4056,True,0.7141,,,-118.0602088,34.1678733
cell_00495,2abc3f71-0a04-42a0-8566-3118f539df14,0,no_damage,4,4,-0.0,False,0.7201,,,-118.0601847,34.1686747
cell_00495,2b0defec-f577-40c1-8df6-ed7c96906d9c,1,minor,4,4,-0.0,False,0.7336,,,-118.0618582,34.1678861
cell_00495,2ba23e71-1f27-4f2f-b25e-ee2a37c89d03,0,no_damage,4,4,-0.0,False,0.7734,,,-118.058837,34.1717848
cell_00495,2bed8615-8b6a-428b-b7c3-0a46ed1f22e5,1,minor,4,4,0.5,True,0.7111,,,-118.0629824,34.1680706
cell_00495,2c4e8b16-79c8-4264-856c-5fb1d8a8ed68,1,minor,4,4,0.75,True,0.7336,,,-118.0596821,34.170035
cell_00495,2c5ce3e9-7069-47a6-9bee-f871a22b0f71,0,no_damage,4,4,0.4056,True,0.7816,,,-118.0582898,34.1676762
cell_00495,2d1389c9-47a2-4f0e-8e22-d51e8cc2e71e,1,minor,4,4,0.5,True,0.7111,,,-118.0591998,34.1673382
cell_00495,2d267ba4-0b20-4d95-91d9-932bd265e109,0,no_damage,4,4,0.4056,True,0.7111,,,-118.059625,34.171839
cell_00495,2de198e1-5450-40d9-9eae-b2e235497bdd,1,minor,4,4,-0.0,False,0.7509,,,-118.0603888,34.1712806
cell_00495,300b6ee9-f2c3-4578-a859-516115ce67db,0,no_damage,4,4,-0.0,False,0.828,,,-118.0573471,34.1717046
cell_00495,30b802fb-7103-4fc8-b702-7411629542da,1,minor,4,4,0.4056,True,0.7509,,,-118.0590121,34.1698887
cell_00495,310e48b2-0317-47ae-b3e2-8b56a2e4a3df,1,minor,4,4,-0.0,False,0.7816,,,-118.0574367,34.1695624
cell_00495,336e6cec-c04f-4af5-be0f-12bf4cb62ba4,0,no_damage,4,4,0.4056,True,0.6362,,,-118.0590036,34.1721097
cell_00495,33dba121-7c01-4c7c-b264-8f2cd87d9a9d,0,no_damage,4,4,0.4056,True,0.8155,,,-118.0629594,34.1698454
cell_00495,33dcec80-1820-4bf1-97fd-f3a0fe070451,0,no_damage,4,4,0.4056,True,0.7577,,,-118.0575388,34.1687745
cell_00495,350ec32c-2a25-45fc-bb6a-c4e4cee1b78a,1,minor,4,4,0.5,True,0.7562,,,-118.0588522,34.1700265
cell_00495,359c46e3-3749-4b06-9c2f-21c9321f8eb1,0,no_damage,4,4,0.4056,True,0.7413,,,-118.058313,34.1675561
cell_00495,368c63a2-128f-44bd-a0bc-a3553a4e0c6e,1,minor,4,4,0.5,True,0.7509,,,-118.0603356,34.1684457
cell_00495,36dc3566-3a84-4aba-b25e-fa0bf46c5f04,0,no_damage,4,4,0.4056,True,0.7539,,,-118.0590761,34.1723878
cell_00495,373e6646-55f9-49b3-9bc2-4234ee2a3b98,1,minor,4,4,0.4056,True,0.8135,,,-118.0585724,34.1704245
cell_00495,380767d5-30f4-4217-9afa-f873f2d2f69a,0,no_damage,4,4,0.4056,True,0.7413,,,-118.0608594,34.1671902
cell_00495,39c9c4b4-ce78-42d1-bbc3-b63f2aee727f,1,minor,4,4,0.5,True,0.756,,,-118.0572085,34.1696205
cell_00495,3a2c47bb-f4ae-4ba4-8a8f-8e8debe61388,1,minor,4,4,0.5,True,0.73,,,-118.0575981,34.1686686
cell_00495,3aae6043-4c9a-49cd-ae1b-6272b500d4eb,1,minor,4,4,0.4056,True,0.8032,,,-118.0614287,34.1693255
cell_00495,3af9fdfa-6322-47cf-bfaf-37defafc3015,1,minor,4,4,-0.0,False,0.7816,,,-118.0602466,34.1716682
cell_00495,3b8e5680-bdc3-4e69-a64c-aaf724aac9fb,0,no_damage,4,4,0.4056,True,0.8466,,,-118.0594821,34.1708518
cell_00495,3c7ef1bf-8a66-43ab-aca2-0c60fa8d9092,0,no_damage,4,4,0.4056,True,0.6984,,,-118.0575338,34.1692346
cell_00495,3dbad054-9fc9-42e2-8c17-f6fa8c181b7b,0,no_damage,4,4,0.4056,True,0.7807,,,-118.0568617,34.17047
cell_00495,3e8234b6-bd31-4e48-94a5-717d68bed27b,1,minor,4,4,0.5,True,0.7509,,,-118.057908,34.1681394
cell_00495,3f18f4e8-8362-45f1-81c2-b19ee6ddb585,0,no_damage,4,4,-0.0,False,0.7442,,,-118.0590534,34.1687072
cell_00495,3f21110a-69a8-4704-b040-b63c52dba671,0,no_damage,4,4,0.4056,True,0.7557,,,-118.062958,34.1705253
cell_00495,3f9283c6-1ace-4ad2-a118-f4a95a1d2278,1,minor,4,4,-0.0,False,0.7902,,,-118.060336,34.172283
cell_00495,3fb4561d-ad64-408c-ba73-cf96f6bbde6d,0,no_damage,4,4,-0.0,False,0.7141,,,-118.0603338,34.1679934
cell_00495,3fc192ac-cdf9-4ae0-ae94-70fe70f58452,1,minor,4,4,0.5,True,0.7111,,,-118.057217,34.1695594
cell_00495,41426c95-b5f4-4cb0-ad5c-cefaad8fc2b6,0,no_damage,4,4,0.75,True,0.5679,,,-118.0585348,34.1725791
cell_00495,4159b28c-5d54-4988-8b24-10769456e7fd,0,no_damage,4,4,-0.0,False,0.7695,,,-118.0574882,34.1681791
cell_00495,41611287-fcaf-47bc-a5f2-4e010af78996,1,minor,4,4,-0.0,False,0.7442,,,-118.0621216,34.1675065
cell_00495,42401da7-0973-470d-94e0-5aaba1546fab,1,minor,4,4,0.75,True,0.6869,,,-118.0614582,34.1679317
cell_00495,42a68c17-9280-4659-ac45-f8312f0f4476,0,no_damage,4,4,0.4056,True,0.7294,,,-118.0596011,34.1698481
cell_00495,432dafdc-25d8-4ea1-8cba-e02f041b25db,1,minor,4,4,0.5,True,0.7868,,,-118.0606094,34.167861
cell_00495,43f6a2de-a2be-4bab-a45e-5547c2320db0,0,no_damage,4,4,-0.0,False,0.7413,,,-118.0602689,34.167206
cell_00495,4461a8c7-238d-45e7-b746-e310d870efa8,1,minor,4,4,0.75,True,0.661,,,-118.0609585,34.1706487
cell_00495,467d2541-155c-4a8b-a531-3b9ab2650b38,1,minor,4,4,0.5,True,0.6832,,,-118.0586536,34.1721159
cell_00495,4828d41a-d91b-4b0c-a6fb-9157b4c0fbb8,0,no_damage,4,4,-0.0,False,0.7336,,,-118.0604562,34.1674092
cell_00495,4a3437d2-6f59-45e8-a9b8-e171cea884e6,1,minor,4,4,0.5,True,0.5949,,,-118.0617681,34.169849
cell_00495,4b02a22c-bbeb-4502-aef9-ae00f544d8ca,1,minor,4,4,0.5,True,0.6984,,,-118.0604796,34.1682365
cell_00495,4cc873dc-f0e5-4140-ab04-9ed3887475e9,1,minor,4,4,0.5,True,0.6984,,,-118.0626529,34.1685469
cell_00495,4cf6c7f8-efa6-4e10-a5d8-e99003367a6f,1,minor,4,4,0.5,True,0.7799,,,-118.0620137,34.1691289
cell_00495,4daf2328-f6a8-487e-9464-11a2d81b7c2b,1,minor,4,4,0.75,True,0.7426,,,-118.0580529,34.1710683
cell_00495,4e2ec2e0-8ee5-4ee8-92da-71287590e0ca,1,minor,4,4,-0.0,False,0.7648,,,-118.0624255,34.1675912
cell_00495,4e966a15-47c9-420c-ac85-81e054f8689d,0,no_damage,4,4,0.4056,True,0.7127,,,-118.0617098,34.1682943
cell_00495,5211bfa3-4a93-4058-87c7-89d7936a725f,0,no_damage,4,4,0.75,True,0.8202,,,-118.0597949,34.1714572
cell_00495,52638a96-e501-48f7-92ea-a6adcba12389,0,no_damage,4,4,0.4056,True,0.756,,,-118.0597676,34.168032
cell_00495,5264d123-1862-4489-be83-3565ef7a2c06,1,minor,4,4,0.4056,True,0.6952,,,-118.0573795,34.1690373
cell_00495,527aabf6-4608-4104-9e52-e744303b2fdd,0,no_damage,4,4,0.4056,True,0.5036,,,-118.0629743,34.1700841
cell_00495,5357db45-8087-4e65-bfdc-6804b9789d4f,0,no_damage,4,4,-0.0,False,0.7506,,,-118.060235,34.1688832
cell_00495,5367807e-5331-423c-98e5-945c5d742b76,1,minor,4,4,-0.0,False,0.8982,,,-118.0573743,34.171479
cell_00495,53c0de74-1500-40ee-bfe1-18785f7cffb3,0,no_damage,4,4,0.4056,True,0.5983,,,-118.0580348,34.1725066
cell_00495,55e1ffc6-b1e0-452c-ad13-b9644824491f,1,minor,4,4,0.4056,True,0.8301,,,-118.0614172,34.169479
cell_00495,560bc209-48a9-4d90-92e2-4f20c82e75b0,1,minor,4,4,0.4056,True,0.5549,,,-118.0581218,34.1720974
cell_00495,5658630b-2df5-4839-9d57-6de78dca31a7,1,minor,4,4,0.4056,True,0.756,,,-118.0604579,34.1722177
cell_00495,56bf61f8-5d6c-4fba-891f-9b7cc2adb4ec,1,minor,4,4,-0.0,False,0.5569,,,-118.0609349,34.1705739
cell_00495,5730600f-ca35-4f95-beeb-4647ab27b8f1,0,no_damage,4,4,-0.0,False,0.7201,,,-118.0593634,34.1676115
cell_00495,57cb6f2a-d183-4366-97a2-4d5ae943b6cf,1,minor,4,4,0.5,True,0.5071,,,-118.0617741,34.1707285
cell_00495,57f33036-7e28-48ff-aab6-37e52d2526d8,1,minor,4,4,0.4056,True,0.7294,,,-118.0578192,34.1672221
cell_00495,58ad6e56-e949-4bd4-a63f-6d776aceac17,0,no_damage,4,4,0.4056,True,0.7336,,,-118.0602258,34.1682808
cell_00495,5923bd7d-f7a3-496a-97f5-ad29e5feca6e,0,no_damage,4,4,-0.0,False,0.7127,,,-118.0590269,34.1684579
cell_00495,5956224a-be0c-4085-960b-4ad9c165a08b,0,no_damage,4,4,-0.0,False,0.7449,,,-118.0602828,34.1695159
cell_00495,59719e1a-c7cc-4bc6-aed1-4da251559a0e,0,no_damage,4,4,0.4056,True,0.7695,,,-118.0585045,34.1676366
cell_00495,5988d652-72b1-48cc-90f8-40659458ca2f,0,no_damage,4,4,0.4056,True,0.6375,,,-118.0603599,34.1698462
cell_00495,59dd439b-a528-45b3-bc42-7c32e90cd62a,0,no_damage,4,4,0.4056,True,0.7477,,,-118.0619919,34.1685542
cell_00495,5a59a0da-7d88-4af0-9b94-0fd4058a875e,0,no_damage,4,4,-0.0,False,0.7061,,,-118.0595499,34.1676897
cell_00495,5ae5ddb1-52a7-461e-bba1-9c386dc4a512,0,no_damage,4,4,0.4056,True,0.7577,,,-118.0622802,34.1680431
cell_00495,5ae72917-e092-4462-b969-1c28bb5151e6,0,no_damage,4,4,0.4056,True,0.6869,,,-118.0626194,34.1682198
cell_00495,5c51cc77-44d2-4f6d-8219-95e50ab033b6,1,minor,4,4,0.5,True,0.6952,,,-118.0592184,34.1674162
cell_00495,5d69b31f-b8bf-43f9-8ec0-90b3b7822a4a,1,minor,4,4,0.5,True,0.8837,,,-118.0602591,34.1704082
cell_00495,5e0db88d-6b6c-48f6-8ca2-7b549489ca25,1,minor,4,4,-0.0,False,0.8962,,,-118.0592582,34.1708358
cell_00495,5e2618bd-2118-4fad-9b8f-6236b8f2fa5b,1,minor,4,4,0.5,True,0.7644,,,-118.0602593,34.1725181
cell_00495,5e3071e8-5510-4c2f-af11-e273f375be61,0,no_damage,4,4,-0.0,False,0.6984,,,-118.0588675,34.1721019
cell_00495,5e34fbe7-1806-499a-9e83-bcd44140b9c8,1,minor,4,4,0.4056,True,0.7448,,,-118.0598338,34.1723189
cell_00495,5f8840fa-4ffa-4b17-9c2c-b23a2f6cd321,0,no_damage,4,4,-0.0,False,0.5426,,,-118.0603559,34.1699363
cell_00495,6073f124-677b-43e4-8249-454cc1f676f5,0,no_damage,4,4,0.4056,True,0.7734,,,-118.0615399,34.1677195
cell_00495,60a0b5a5-4f98-4ca5-bcd8-00bb89988a33,0,no_damage,4,4,0.4056,True,0.7554,,,-118.0587742,34.1723986
cell_00495,612139dd-f592-45d1-9e87-7348a50fe120,1,minor,4,4,-0.0,False,0.7336,,,-118.0575781,34.1693542
cell_00495,612ab711-7230-4a53-88f4-473eb6c91cd9,1,minor,4,4,0.5,True,0.756,,,-118.0585645,34.168989
cell_00495,619e1013-34db-40e3-b989-06509bfedbef,1,minor,4,4,0.5,True,0.7916,,,-118.0625216,34.1707468
cell_00495,62dc6da3-36af-472a-b968-1fe7bd277c55,1,minor,4,4,0.4056,True,0.7439,,,-118.0585526,34.1679408
cell_00495,63cb8058-5ec4-4195-85d7-96b4f0c1c52f,0,no_damage,4,4,-0.0,False,0.8541,,,-118.0591112,34.1687751
cell_00495,6427aee4-196d-4128-b883-15c4afceeb60,0,no_damage,4,4,-0.0,False,0.7127,,,-118.0615967,34.1680699
cell_00495,6535e3d3-d248-4c1f-8e73-ae9762005bb1,1,minor,4,4,0.4056,True,0.71,,,-118.0573385,34.1725743
cell_00495,659c480f-5824-480b-8dc9-7a70b0e539cd,1,minor,4,4,0.4056,True,0.7021,,,-118.0622282,34.1685345
cell_00495,65a5288d-813b-4cfc-bcfd-781cc75ddb9d,1,minor,4,4,0.5,True,0.8013,,,-118.0629708,34.1694926
cell_00495,65f26a0d-6435-4860-bb28-bee383112cf3,0,no_damage,4,4,0.4056,True,0.73,,,-118.0622981,34.1680929
cell_00495,664de43b-5d50-4807-9f89-81612478c3bf,1,minor,4,4,0.4056,True,0.7416,,,-118.0596356,34.1684206
cell_00495,66c2a73b-07b3-4b70-80eb-b4cea41ecd23,1,minor,4,4,0.5,True,0.756,,,-118.0613232,34.1672312
cell_00495,67c34040-ef45-4acc-a309-b2d946d525a1,1,minor,4,4,0.5,True,0.8419,,,-118.0625085,34.169524
cell_00495,67c8d88b-526a-4443-8ebb-7f05049b8020,0,no_damage,4,4,0.4056,True,0.7479,,,-118.0587437,34.1672126
cell_00495,68796c18-6c57-444d-af34-5046aea2b96f,1,minor,4,4,-0.0,False,0.6882,,,-118.060831,34.1705541
cell_00495,68ad96df-00ad-4180-8b72-baf0fa04f6b7,1,minor,4,4,0.5,True,0.7529,,,-118.0616542,34.1700844
cell_00495,693d72e1-d224-4ccc-a938-1dc0b2397ce1,0,no_damage,4,4,0.4056,True,0.7796,,,-118.0619078,34.1703862
cell_00495,6a326ea1-c49c-4a94-b8da-724a3832d6dd,1,minor,4,4,0.5,True,0.7644,,,-118.0591415,34.1677142
cell_00495,6adbdc15-3289-42a7-9dbf-a0f44912c7c1,0,no_damage,4,4,-0.0,False,0.5815,,,-118.0568836,34.1718649
cell_00495,6af060c6-612b-409f-b1ab-5d3dd8f99653,0,no_damage,4,4,-0.0,False,0.7111,,,-118.0602541,34.1677522
cell_00495,6b638c3d-ac71-4ee9-ad9c-024ea4179e2e,0,no_damage,4,4,-0.0,False,0.734,,,-118.057502,34.1678085
cell_00495,6b8dd940-03b4-45ca-ba8d-9bbbf2ad2c2c,0,no_damage,4,4,-0.0,False,0.5577,,,-118.0584638,34.1713064
cell_00495,6c4792de-04d9-4354-a560-dd786f9811f9,2,major,4,4,0.75,True,0.5457,,,-118.0613207,34.1709804
cell_00495,6d103196-8d8e-4af9-89db-0d3e4e7e00f2,0,no_damage,4,4,-0.0,False,0.8649,,,-118.0579946,34.1714385
cell_00495,6d877ed4-d86c-493c-9180-7c1167e2772a,1,minor,4,4,0.4056,True,0.7294,,,-118.0626311,34.1676863
cell_00495,6e72c588-2982-4af2-a893-756767e59641,1,minor,4,4,0.4056,True,0.7554,,,-118.0603226,34.1685363
cell_00495,6f05d637-43e6-4283-adf5-75c6dc8519fb,0,no_damage,4,4,-0.0,False,0.7336,,,-118.0600471,34.167207
cell_00495,6f129636-e38b-4853-ad48-693db5c4b85e,1,minor,4,4,0.5,True,0.73,,,-118.0579937,34.1689535
cell_00495,6fd43d17-8bf2-4059-915c-1aefa1babd96,0,no_damage,4,4,0.4056,True,0.7479,,,-118.0605419,34.1720292
cell_00495,6fd8978a-6f0b-4801-a6d9-dd113be29964,0,no_damage,4,4,-0.0,False,0.7577,,,-118.060253,34.1679811
cell_00495,7215eb33-55cc-48a6-8bf2-2cfb7de71871,1,minor,4,4,0.5,True,0.7372,,,-118.0604755,34.1700192
cell_00495,726d51cd-6570-4e4c-bf46-a521d787983f,0,no_damage,4,4,0.4056,True,0.5164,,,-118.062831,34.1692854
cell_00495,72e483d9-45c8-46b6-9480-c57120b19b96,1,minor,4,4,0.5,True,0.8202,,,-118.0610169,34.1672001
cell_00495,72f358a9-5b82-480c-80d6-d9f3de9cd9af,0,no_damage,4,4,0.4056,True,0.7294,,,-118.0602506,34.1673479
cell_00495,732f9027-55c5-4976-a626-339135078d12,0,no_damage,4,4,0.4056,True,0.7816,,,-118.062129,34.167732
cell_00495,74029e82-5de5-48cd-89f8-151303ff57ba,0,no_damage,4,4,-0.0,False,0.6236,,,-118.0588425,34.170484
cell_00495,7406e0d5-5df9-465a-a1ef-deea518776b3,1,minor,4,4,0.4056,True,0.7872,,,-118.059145,34.1692963
cell_00495,74b187f2-c62d-46c2-99c2-267d8ae38bd9,0,no_damage,4,4,0.4056,True,0.5604,,,-118.0601463,34.169498
cell_00495,76bfcbbb-458f-4232-adca-f9daaa7267d8,0,no_damage,4,4,0.4056,True,0.8416,,,-118.0572098,34.1704778
cell_00495,76ccf9fb-1e73-4293-82c5-65ea158ba253,0,no_damage,4,4,0.4056,True,0.7919,,,-118.0629935,34.1701553
cell_00495,77c501ce-182a-4693-8c17-8765b2755d25,0,no_damage,4,4,0.4056,True,0.7955,,,-118.0608753,34.1686453
cell_00495,78e73455-a160-464f-be6b-e2fdc9d251d7,0,no_damage,4,4,-0.0,False,0.7479,,,-118.0602664,34.1672671
cell_00495,799c1a32-ab5b-47ca-be12-75cfd4bf57f8,0,no_damage,4,4,0.4056,True,0.6761,,,-118.0600845,34.1713801
cell_00495,7a1f93b8-55f3-464a-8bbc-d84c48ce233b,0,no_damage,4,4,0.4056,True,0.7061,,,-118.0616336,34.16857
cell_00495,7a1fd94c-664f-42ea-9c09-4817fc315175,0,no_damage,4,4,0.4056,True,0.855,,,-118.0585064,34.1723422
cell_00495,7b43cbc7-aed1-45bd-b339-fa1982568dfb,0,no_damage,4,4,0.4056,True,0.8543,,,-118.0614968,34.1705255
